user_id,movie_id,rating
u00001,m01335,6.2
u00001,m01926,7.4
u00001,m00584,5.7
u00001,m01172,7.2
u00001,m01206,5.2
u00001,m01534,10
u00001,m01537,6.7
u00001,m00578,8.8
u00001,m01556,8.0
u00001,m00367,6.2
u00001,m01051,3.9
u00001,m00146,7.7
u00001,m00691,8.1
u00001,m01735,10
u00001,m01215,5.9
u00001,m01235,5.4
u00001,m01675,6.9
u00001,m00925,10
u00001,m01054,9.3
u00001,m00441,10
u00001,m00972,4.5
u00001,m00957,6.3
u00001,m01793,6.2
u00001,m00428,4.3
u00001,m00276,4.7
u00001,m01487,4.6
u00001,m01900,1.6
u00001,m00726,6.3
u00001,m01509,5.6
u00001,m01121,5.7
u00001,m00777,7.4
u00001,m00644,6.5
u00001,m01404,8.1
u00001,m01480,7.2
u00001,m01200,7.0
u00001,m01840,8.3
u00001,m01629,8.6
u00001,m00908,7.9
u00001,m01333,7.9
u00001,m00353,7.1
u00001,m01363,6.6
u00001,m00707,5.7
u00001,m00200,5.5
u00001,m01605,10
u00001,m00155,8.8
u00001,m01097,5.2
u00001,m01786,3.7
u00001,m00755,8.7
u00001,m01967,5.4
u00001,m00144,8.2
u00001,m00217,7.5
u00001,m01359,8.4
u00001,m00754,8.3
u00001,m01191,5.2
u00001,m01862,6.3
u00001,m01213,6.5
u00001,m00166,6.9
u00001,m01171,10
u00001,m01370,6.7
u00001,m01258,8.9
u00001,m00962,6.0
u00001,m00259,7.8
u00002,m00896,3.4
u00002,m01982,4.1
u00002,m01697,7.8
u00002,m01428,5.4
u00002,m00881,5.2
u00002,m01450,8.3
u00002,m01519,7.4
u00002,m01524,5.5
u00002,m00185,7.8
u00002,m01085,6.2
u00002,m00851,8.4
u00002,m01093,8.7
u00002,m01521,6.7
u00002,m01773,4.9
u00002,m00274,7.5
u00002,m01112,7.6
u00002,m00233,3.1
u00002,m01720,5.1
u00002,m00891,7.6
u00002,m01352,10
u00002,m00250,4.3
u00002,m01582,7.2
u00002,m01383,5.4
u00002,m01384,8.1
u00002,m00665,7.6
u00002,m00489,5.2
u00002,m01816,4.6
u00002,m00451,6.1
u00002,m00004,7.3
u00002,m01203,7.4
u00002,m01363,7.0
u00002,m00439,9.2
u00002,m00296,5.5
u00002,m00765,4.9
u00002,m00599,7.5
u00002,m01742,8.4
u00002,m01082,5.9
u00002,m01192,8.4
u00002,m01670,8.6
u00002,m01073,5.6
u00002,m00984,2.5
u00002,m01055,8.1
u00002,m00116,5.9
u00002,m00972,7.8
u00002,m00450,6.7
u00002,m00260,6.4
u00002,m01198,6.0
u00002,m00513,5.1
u00002,m00645,5.8
u00002,m00353,8.5
u00002,m00631,7.3
u00002,m01544,8.6
u00002,m01394,6.4
u00002,m01665,5.6
u00002,m00319,4.9
u00002,m00841,9.8
u00002,m01944,8.9
u00002,m01402,6.5
u00002,m00558,6.4
u00002,m00318,5.9
u00002,m01969,8.2
u00002,m00946,8.6
u00002,m01763,4.6
u00002,m01439,7.6
u00002,m00941,8.0
u00002,m01469,4.0
u00002,m00441,9.9
u00002,m00046,7.6
u00002,m00431,7.8
u00002,m01440,5.4
u00002,m00271,7.7
u00002,m01632,7.8
u00002,m01848,5.0
u00002,m00052,5.7
u00002,m00184,7.8
u00002,m01931,10
u00002,m01378,9.2
u00002,m01520,8.8
u00002,m00784,8.3
u00002,m01802,6.3
u00002,m01183,8.0
u00002,m01023,5.2
u00002,m00134,7.4
u00002,m01361,5.6
u00002,m01942,8.5
u00002,m00720,6.1
u00002,m01739,5.4
u00002,m01652,6.3
u00002,m00326,6.1
u00002,m01702,3.2
u00002,m00616,10
u00002,m00731,6.3
u00002,m00387,6.0
u00002,m01553,7.7
u00002,m00182,8.6
u00002,m01563,9.4
u00002,m00168,8.3
u00002,m01132,7.1
u00002,m01614,6.9
u00002,m00760,10
u00002,m01386,8.6
u00002,m01086,6.4
u00002,m00770,5.3
u00002,m00456,9.7
u00002,m01447,7.2
u00002,m00304,6.3
u00003,m01966,8.0
u00003,m01078,8.6
u00003,m01851,9.1
u00003,m00568,6.8
u00003,m00234,7.9
u00003,m01961,5.2
u00003,m01280,9.8
u00003,m00387,8.5
u00003,m01909,5.6
u00003,m01924,8.6
u00003,m00973,4.6
u00003,m01017,7.9
u00003,m01265,9.1
u00003,m01474,8.0
u00003,m00606,5.5
u00003,m00045,7.1
u00003,m01864,4.7
u00003,m01518,9.4
u00003,m01736,7.7
u00003,m01530,5.9
u00003,m01550,5.0
u00003,m01412,7.0
u00003,m00677,8.9
u00003,m00762,8.0
u00003,m01371,8.6
u00003,m01882,8.3
u00003,m01634,8.3
u00003,m00771,10
u00003,m00203,5.2
u00003,m00832,8.7
u00003,m00237,5.1
u00003,m00519,5.4
u00003,m01700,4.8
u00003,m01297,6.5
u00003,m01870,6.5
u00003,m01706,5.8
u00003,m01930,7.3
u00003,m00612,8.5
u00003,m01230,9.1
u00003,m01234,7.9
u00003,m01032,4.8
u00003,m00942,6.4
u00003,m00927,5.3
u00003,m01327,4.4
u00003,m00819,4.7
u00003,m00726,8.8
u00003,m01319,10
u00003,m01510,6.2
u00003,m00304,5.9
u00003,m01502,7.3
u00003,m01072,10
u00003,m01980,4.3
u00003,m00740,10
u00003,m01215,7.4
u00003,m00261,4.6
u00003,m00898,8.0
u00003,m00293,6.9
u00003,m00671,5.6
u00003,m00173,10
u00003,m01525,6.1
u00003,m01052,5.0
u00003,m00577,9.2
u00003,m01342,10
u00003,m01877,9.0
u00003,m01116,6.8
u00003,m00990,5.5
u00003,m01195,6.6
u00003,m01358,7.1
u00003,m01077,9.3
u00003,m00347,10
u00003,m00479,10
u00003,m01249,6.0
u00003,m00686,7.9
u00003,m01323,7.7
u00003,m01563,5.1
u00003,m00666,7.7
u00003,m01336,6.5
u00003,m00728,4.2
u00003,m01847,7.0
u00003,m00395,9.0
u00003,m01111,6.6
u00003,m01085,5.7
u00003,m00132,8.0
u00003,m00991,9.0
u00003,m00040,9.8
u00003,m00326,6.5
u00003,m01159,8.7
u00003,m01452,6.1
u00003,m01462,7.4
u00003,m00005,6.6
u00003,m01096,7.8
u00003,m00820,10
u00003,m00711,8.6
u00003,m00136,7.1
u00003,m00318,8.3
u00003,m00064,7.4
u00003,m00810,7.0
u00003,m01912,6.9
u00003,m00375,10
u00003,m00992,6.1
u00003,m00916,7.3
u00003,m00292,6.9
u00003,m01133,5.5
u00003,m00757,5.1
u00003,m00129,7.2
u00003,m01126,6.7
u00003,m00752,5.4
u00003,m01697,5.3
u00003,m01471,4.5
u00003,m01232,6.1
u00003,m01041,7.4
u00003,m01212,10
u00003,m01811,5.8
u00004,m01794,6.8
u00004,m00609,5.8
u00004,m00117,7.8
u00004,m00346,4.8
u00004,m01703,7.8
u00004,m01527,5.9
u00004,m01069,6.2
u00004,m00367,4.9
u00004,m01948,6.8
u00004,m01558,9.8
u00004,m00197,8.0
u00004,m01390,4.9
u00004,m00511,6.6
u00004,m01903,4.8
u00004,m01620,4.3
u00004,m00670,7.9
u00004,m00189,2.2
u00004,m00219,4.7
u00004,m00481,7.7
u00004,m00209,6.5
u00004,m01534,6.5
u00004,m00969,6.3
u00004,m01491,9.3
u00004,m00575,6.0
u00004,m00577,7.1
u00004,m01000,5.1
u00004,m01787,6.3
u00004,m00313,6.9
u00004,m00825,9.2
u00004,m00242,6.3
u00004,m00920,5.9
u00004,m01209,3.0
u00004,m00223,6.3
u00004,m01658,4.1
u00004,m00514,10
u00004,m01957,5.9
u00004,m01271,5.2
u00004,m01436,9.7
u00004,m01203,4.7
u00004,m01846,7.3
u00004,m00585,5.4
u00004,m01758,4.6
u00004,m00555,7.2
u00004,m01835,7.6
u00004,m00905,8.5
u00004,m01470,6.2
u00004,m01410,6.6
u00004,m01944,6.9
u00004,m01780,7.3
u00004,m01844,9.1
u00004,m01813,6.2
u00004,m01943,7.1
u00004,m01460,8.9
u00004,m00626,7.8
u00004,m01602,8.9
u00004,m00318,7.1
u00004,m01555,7.2
u00004,m01124,7.1
u00004,m00582,10
u00004,m01307,7.2
u00004,m01668,9.3
u00004,m01540,5.7
u00004,m01890,6.7
u00004,m00119,8.6
u00004,m00077,5.8
u00004,m00004,8.4
u00004,m00014,8.5
u00004,m00804,8.6
u00004,m01640,6.8
u00004,m00437,9.2
u00004,m01920,4.1
u00004,m01079,8.4
u00004,m00955,7.3
u00004,m00504,5.4
u00004,m01139,5.3
u00004,m00479,9.7
u00004,m01898,5.3
u00004,m00434,7.2
u00004,m00982,3.5
u00004,m00465,7.6
u00004,m01924,8.1
u00004,m00886,10
u00004,m00316,5.8
u00004,m00507,7.8
u00004,m00998,4.1
u00004,m01050,6.9
u00004,m00616,9.6
u00004,m00391,6.0
u00004,m01498,6.9
u00004,m00694,6.0
u00004,m01342,6.7
u00004,m01989,6.7
u00004,m00361,6.2
u00004,m00873,4.6
u00004,m00557,3.6
u00004,m01641,6.4
u00004,m01922,9.8
u00004,m01165,8.7
u00004,m01633,4.8
u00004,m01654,6.0
u00004,m00678,7.0
u00004,m00107,8.8
u00004,m00756,3.7
u00004,m00956,7.6
u00004,m01530,6.6
u00004,m00888,4.0
u00005,m00540,3.7
u00005,m01378,5.7
u00005,m01820,7.8
u00005,m00784,3.9
u00005,m00607,7.8
u00005,m00302,5.4
u00005,m00409,7.6
u00005,m00690,7.0
u00005,m01020,6.2
u00005,m01440,3.3
u00005,m00178,8.0
u00005,m00769,7.5
u00005,m00849,5.3
u00005,m01741,10
u00005,m01565,7.7
u00005,m00840,7.8
u00005,m00710,8.0
u00005,m00888,6.4
u00005,m01787,6.7
u00005,m01362,7.3
u00005,m00185,9.0
u00005,m00910,8.7
u00005,m01563,6.8
u00005,m01405,10
u00005,m01407,6.2
u00005,m01054,9.0
u00005,m01322,6.7
u00005,m01114,7.1
u00005,m01275,6.9
u00005,m01349,3.8
u00005,m01833,5.5
u00005,m00398,8.8
u00005,m01559,6.5
u00006,m00656,9.5
u00006,m00468,5.9
u00006,m01033,5.6
u00006,m00677,7.6
u00006,m01195,7.2
u00006,m01917,8.8
u00006,m01895,2.6
u00006,m00875,7.0
u00006,m01500,7.1
u00006,m00785,8.8
u00006,m00424,7.7
u00006,m00457,6.9
u00006,m01806,8.9
u00006,m01754,9.3
u00006,m01295,9.0
u00006,m01374,6.1
u00006,m00216,6.4
u00006,m01512,4.9
u00006,m01030,7.5
u00006,m00308,8.0
u00006,m01447,4.9
u00006,m00325,8.1
u00006,m00707,7.7
u00006,m01706,5.9
u00006,m01396,8.8
u00006,m01934,4.0
u00006,m01998,5.7
u00006,m01125,6.6
u00006,m01486,5.9
u00006,m00267,5.2
u00006,m00678,9.0
u00006,m00041,7.4
u00006,m01593,8.6
u00006,m00220,2.7
u00006,m00640,8.0
u00006,m00284,5.0
u00006,m00751,6.7
u00006,m01692,7.2
u00006,m00183,7.2
u00006,m00688,5.7
u00006,m01058,6.5
u00006,m01451,9.8
u00006,m00859,6.0
u00006,m00927,4.1
u00006,m00532,9.9
u00006,m00551,7.4
u00006,m01879,7.1
u00006,m01450,9.0
u00006,m00097,5.9
u00006,m01127,10
u00006,m00357,8.8
u00006,m00913,9.1
u00006,m01141,5.5
u00006,m00031,4.1
u00006,m01770,10
u00006,m01329,7.9
u00006,m00646,8.7
u00006,m00107,6.5
u00006,m00780,4.5
u00006,m00114,7.4
u00006,m01796,5.5
u00006,m00440,5.1
u00006,m00331,7.8
u00006,m00731,8.1
u00006,m00779,6.7
u00006,m00855,8.0
u00006,m00121,5.6
u00006,m01094,7.3
u00006,m00896,8.8
u00006,m01276,3.8
u00006,m01694,8.5
u00006,m00531,6.2
u00006,m00945,5.6
u00006,m00510,8.3
u00006,m00837,3.4
u00006,m00746,8.8
u00006,m00576,6.1
u00006,m01168,5.2
u00006,m00094,6.2
u00006,m00156,4.6
u00006,m01595,8.7
u00006,m01108,5.0
u00006,m01743,9.6
u00006,m00909,7.3
u00006,m00619,7.7
u00006,m00458,8.1
u00006,m01377,5.0
u00006,m01532,8.6
u00006,m00972,8.6
u00006,m01018,6.6
u00006,m01976,4.6
u00006,m00593,4.7
u00006,m01415,8.0
u00006,m00745,6.5
u00006,m00007,6.9
u00006,m01038,6.9
u00006,m00469,6.3
u00006,m00760,5.5
u00006,m00141,7.6
u00006,m00364,9.0
u00006,m01923,8.2
u00006,m00683,9.3
u00006,m00493,7.5
u00006,m01783,10
u00006,m00295,7.9
u00006,m00778,7.2
u00006,m00503,5.6
u00006,m00434,5.0
u00006,m00395,3.6
u00006,m01335,5.8
u00006,m00995,6.2
u00006,m01699,4.5
u00006,m01930,8.5
u00006,m01227,6.6
u00006,m00918,8.6
u00006,m00306,8.8
u00007,m00240,7.2
u00007,m01402,9.1
u00007,m01385,5.1
u00007,m01888,7.0
u00007,m01778,7.3
u00007,m01006,6.5
u00007,m01143,6.4
u00007,m00633,6.9
u00007,m01029,10
u00007,m01438,5.7
u00007,m00653,10
u00007,m00517,6.8
u00007,m01837,8.5
u00007,m00110,6.0
u00007,m01002,6.1
u00007,m01472,5.7
u00007,m00607,5.0
u00007,m01111,7.7
u00007,m01079,4.5
u00007,m00485,5.8
u00007,m00048,8.6
u00007,m00253,6.5
u00007,m00564,4.3
u00007,m00808,7.6
u00007,m01586,6.7
u00007,m00638,9.9
u00007,m00863,8.6
u00007,m01642,5.9
u00007,m01083,6.3
u00007,m01397,6.6
u00007,m01202,5.0
u00007,m00334,8.3
u00007,m01675,6.7
u00007,m00344,6.8
u00007,m01399,8.8
u00007,m00000,5.6
u00007,m01656,7.5
u00007,m01346,10
u00007,m00274,6.0
u00007,m01845,9.8
u00007,m01679,7.7
u00007,m01667,7.4
u00007,m00988,7.0
u00007,m00216,8.4
u00007,m00426,6.8
u00007,m01277,6.2
u00007,m01612,6.5
u00007,m01664,5.1
u00007,m00665,7.5
u00007,m01391,8.5
u00007,m00935,9.4
u00007,m01093,3.3
u00007,m01220,7.4
u00007,m00529,5.2
u00007,m01423,9.7
u00007,m01906,6.1
u00007,m00634,9.0
u00007,m00739,9.9
u00007,m00622,4.2
u00007,m01499,5.4
u00007,m00245,10
u00007,m01037,7.6
u00007,m00325,6.0
u00007,m01690,8.5
u00007,m00218,7.2
u00007,m00144,4.2
u00007,m01125,6.3
u00007,m01283,7.2
u00007,m01866,9.0
u00007,m01477,10
u00007,m01001,8.8
u00007,m00797,6.5
u00007,m00597,8.1
u00007,m00632,7.1
u00007,m00347,9.0
u00007,m00595,6.2
u00007,m00429,7.3
u00007,m00898,6.7
u00007,m01669,8.1
u00007,m01883,6.3
u00007,m01245,5.0
u00007,m01797,8.4
u00007,m01191,5.2
u00007,m00548,6.3
u00007,m00914,8.3
u00007,m01437,9.2
u00007,m00704,5.1
u00007,m01415,8.5
u00007,m00392,7.8
u00007,m00965,3.5
u00007,m01370,6.0
u00007,m00765,6.2
u00007,m00474,8.7
u00007,m00007,10
u00007,m00458,5.9
u00007,m00343,7.0
u00007,m01471,8.4
u00007,m01729,7.3
u00007,m01073,5.4
u00007,m01325,6.9
u00007,m00340,8.4
u00007,m01632,8.8
u00007,m01908,5.3
u00007,m00389,5.3
u00007,m00589,6.2
u00007,m00266,6.5
u00007,m00036,10
u00008,m01835,6.6
u00008,m01369,7.1
u00008,m00579,4.8
u00008,m01367,4.1
u00008,m01824,6.7
u00008,m00687,4.6
u00008,m01683,5.3
u00008,m00870,6.8
u00008,m01252,6.7
u00008,m01553,5.3
u00008,m00913,5.9
u00008,m00502,3.5
u00008,m01939,6.1
u00008,m01823,5.9
u00008,m00035,7.0
u00008,m01299,6.8
u00008,m00367,8.5
u00008,m01620,7.9
u00008,m01795,7.8
u00008,m01770,6.2
u00008,m00253,5.4
u00008,m00147,4.6
u00008,m01635,6.2
u00008,m00206,5.8
u00008,m00411,7.7
u00008,m00880,8.1
u00008,m01659,8.4
u00008,m00560,6.6
u00008,m01330,8.8
u00008,m00203,5.9
u00008,m01153,9.4
u00008,m00574,5.6
u00008,m00209,3.9
u00008,m01874,5.3
u00008,m00784,8.8
u00008,m00127,7.8
u00008,m01720,8.6
u00008,m00198,10
u00008,m01266,8.0
u00008,m00712,7.0
u00008,m01036,8.2
u00008,m01097,4.2
u00008,m00088,7.9
u00008,m00410,6.9
u00008,m00039,4.0
u00008,m01493,5.6
u00008,m00057,5.7
u00008,m01578,7.7
u00008,m00978,5.4
u00008,m01053,7.3
u00008,m00181,9.5
u00008,m00753,5.3
u00008,m00515,5.3
u00008,m00257,4.8
u00008,m01566,2.5
u00008,m01037,7.6
u00008,m01892,5.4
u00008,m01148,10
u00008,m00333,6.8
u00008,m01238,3.3
u00008,m00324,7.8
u00009,m01328,10
u00009,m01871,3.1
u00009,m00596,7.8
u00009,m00549,6.4
u00009,m00977,6.0
u00009,m01214,4.8
u00009,m00486,5.8
u00009,m01758,5.3
u00009,m01769,6.8
u00009,m00631,7.0
u00009,m01540,10
u00009,m00343,6.9
u00009,m01505,7.7
u00009,m01454,9.1
u00009,m01689,6.3
u00009,m01401,8.5
u00009,m01872,8.5
u00009,m00405,5.5
u00009,m01250,10
u00009,m01298,7.0
u00009,m00238,10
u00009,m01957,8.2
u00009,m01169,6.3
u00009,m01168,7.0
u00009,m01362,6.4
u00009,m01713,6.8
u00009,m01122,5.7
u00009,m01573,5.9
u00009,m01158,4.4
u00009,m00412,7.1
u00009,m01354,5.6
u00009,m01268,8.1
u00009,m01127,5.5
u00009,m00877,5.7
u00009,m00158,7.2
u00009,m00543,5.1
u00009,m00222,8.6
u00009,m01996,10
u00009,m01542,6.9
u00009,m01448,5.6
u00009,m01332,9.3
u00009,m01133,5.8
u00009,m01633,5.9
u00009,m00734,6.5
u00009,m00792,6.9
u00009,m00333,7.3
u00009,m01235,10
u00009,m01232,8.9
u00009,m01477,8.4
u00009,m00451,10
u00009,m01233,6.3
u00009,m00806,5.2
u00009,m01818,6.7
u00009,m01919,3.9
u00009,m00345,10
u00009,m01083,5.9
u00009,m01889,5.8
u00009,m01361,6.5
u00009,m00487,7.3
u00009,m01045,6.0
u00009,m01882,8.2
u00009,m01387,4.9
u00009,m01762,4.4
u00009,m01005,7.0
u00009,m01329,6.0
u00009,m01352,3.9
u00009,m00148,5.9
u00009,m01652,6.3
u00009,m00166,6.5
u00009,m01802,8.9
u00009,m01863,6.7
u00009,m01038,9.0
u00009,m01149,8.0
u00009,m00095,10
u00009,m00570,6.8
u00009,m00666,5.8
u00009,m00429,3.8
u00009,m00214,5.5
u00009,m01883,6.9
u00009,m00978,6.9
u00009,m01399,9.2
u00009,m01806,8.6
u00009,m00780,6.3
u00009,m01744,4.6
u00009,m00113,4.8
u00009,m01771,5.7
u00009,m01032,5.9
u00009,m01852,7.9
u00009,m00759,9.3
u00009,m01267,6.7
u00009,m00673,9.2
u00009,m01906,5.8
u00009,m00816,6.4
u00009,m00038,7.5
u00009,m00532,7.6
u00009,m00898,3.3
u00009,m01588,5.4
u00009,m00243,8.1
u00009,m00861,5.9
u00009,m00087,4.1
u00009,m01608,6.8
u00009,m01682,9.0
u00009,m00403,5.9
u00009,m00976,4.4
u00009,m01526,6.0
u00009,m01975,9.1
u00009,m01028,7.6
u00009,m01693,5.7
u00009,m00815,7.7
u00009,m01479,7.8
u00009,m01962,9.7
u00009,m01224,3.8
u00009,m00897,4.4
u00009,m00098,7.4
u00009,m01102,8.1
u00009,m01782,4.9
u00009,m01873,8.4
u00009,m00237,6.6
u00009,m00868,5.5
u00009,m01568,6.1
u00009,m00497,8.6
u00009,m01668,10
u00009,m00201,8.1
u00009,m01565,7.0
u00009,m01571,7.9
u00009,m01958,5.2
u00009,m01441,5.4
u00009,m01801,7.7
u00009,m01743,7.9
u00009,m01265,9.2
u00009,m00836,7.3
u00009,m00265,6.4
u00009,m00289,8.0
u00009,m01254,6.2
u00009,m01470,6.4
u00009,m01778,4.8
u00009,m00145,6.8
u00009,m00530,4.5
u00009,m00318,6.2
u00009,m00127,7.1
u00009,m01922,7.2
u00009,m01285,8.0
u00009,m01159,5.4
u00009,m00545,3.6
u00009,m01177,8.5
u00009,m01888,5.3
u00010,m00523,6.5
u00010,m00263,9.3
u00010,m00964,4.6
u00010,m00433,7.9
u00010,m01028,10
u00010,m00644,7.7
u00010,m00863,5.8
u00010,m00272,7.7
u00010,m00132,6.7
u00010,m00625,8.8
u00010,m00330,9.0
u00010,m00292,6.7
u00010,m01520,6.3
u00010,m00248,8.7
u00010,m01652,8.2
u00010,m01869,6.3
u00010,m01988,10
u00010,m00583,7.2
u00010,m00010,7.8
u00010,m00478,5.8
u00010,m01267,3.9
u00010,m00743,8.8
u00010,m00062,5.5
u00010,m01795,6.9
u00010,m01018,4.5
u00010,m00074,5.9
u00010,m01300,6.1
u00010,m00155,8.8
u00010,m00323,6.2
u00010,m01678,6.0
u00010,m00783,6.6
u00010,m00106,5.2
u00010,m01939,7.6
u00010,m00570,9.0
u00010,m01697,8.9
u00010,m01814,10
u00010,m01485,8.5
u00010,m00378,5.6
u00010,m00026,8.3
u00010,m00891,5.9
u00010,m01205,8.4
u00010,m01411,9.4
u00010,m01807,6.1
u00010,m01526,5.0
u00010,m01465,9.2
u00010,m00672,10
u00010,m01439,3.2
u00010,m01543,8.4
u00010,m01264,7.9
u00010,m00080,8.7
u00010,m01551,5.6
u00010,m01252,9.9
u00010,m00684,10
u00010,m01552,6.1
u00010,m01232,8.4
u00010,m01072,6.4
u00010,m00209,6.8
u00010,m00092,6.7
u00010,m01283,4.3
u00010,m01027,7.5
u00010,m01063,6.9
u00010,m01973,6.3
u00010,m00914,6.7
u00010,m01100,6.4
u00010,m00271,7.3
u00010,m01370,5.5
u00010,m00415,2.9
u00010,m01758,5.9
u00010,m00853,7.0
u00010,m00300,7.4
u00010,m00566,7.5
u00010,m00302,4.0
u00010,m01668,5.8
u00010,m01219,6.3
u00010,m01497,7.8
u00010,m00912,7.2
u00010,m01922,5.9
u00010,m01119,6.5
u00010,m00235,8.7
u00010,m01106,9.6
u00010,m00231,6.4
u00010,m01639,7.3
u00010,m01040,10
u00010,m00756,5.7
u00010,m01891,6.7
u00010,m01987,6.7
u00011,m00211,8.6
u00011,m00719,7.5
u00011,m01778,7.4
u00011,m01232,6.5
u00011,m01356,8.3
u00011,m01805,7.4
u00011,m01242,6.5
u00011,m01912,7.0
u00011,m00137,4.8
u00011,m00442,6.6
u00011,m01790,8.6
u00011,m00472,7.4
u00011,m01248,7.1
u00011,m01935,5.2
u00011,m01041,7.1
u00011,m00352,7.4
u00011,m00178,6.8
u00011,m00600,6.6
u00011,m01361,5.3
u00011,m00374,6.5
u00011,m00608,8.5
u00011,m01612,10
u00011,m00963,7.1
u00011,m01327,7.3
u00011,m00365,9.6
u00011,m00181,6.5
u00011,m01266,4.5
u00011,m00410,10
